revenue_category,year,power_code_code,value
Non-tax revenue: Miscellaneous and unidentified revenue,2012,600000,0.34168364762482445
Non-tax revenue: Miscellaneous and unidentified revenue,2013,600000,0.34609911345646965
Non-tax revenue: Miscellaneous and unidentified revenue,2014,600000,0.3950792808641312
Non-tax revenue: Miscellaneous and unidentified revenue,2015,600000,0.3632809261377075
Non-tax revenue: Miscellaneous and unidentified revenue,2016,600000,0.26930931213243
Non-tax revenue: Miscellaneous and unidentified revenue,2017,600000,0.3510795888966286
Non-tax revenue: Miscellaneous and unidentified revenue,2018,600000,0.32027413892165624
Non-tax revenue: Miscellaneous and unidentified revenue,2019,600000,0.35468051879473284
Non-tax revenue: Miscellaneous and unidentified revenue,2020,600000,0.4924095492074414
Non-tax revenue: Miscellaneous and unidentified revenue,2021,600000,0.42023858517073553
Non-tax revenue: Miscellaneous and unidentified revenue,2004,600000,0.1439677886016975
Non-tax revenue: Miscellaneous and unidentified revenue,2005,600000,0.1586493375051068
Non-tax revenue: Miscellaneous and unidentified revenue,2006,600000,0.24060798414232704
Non-tax revenue: Miscellaneous and unidentified revenue,2007,600000,0.24824378971981542
Non-tax revenue: Miscellaneous and unidentified revenue,2008,600000,0.2883930254641865
Non-tax revenue: Miscellaneous and unidentified revenue,2009,600000,0.2892631172588708
Non-tax revenue: Miscellaneous and unidentified revenue,2010,600000,0.17474603570676706
Non-tax revenue: Miscellaneous and unidentified revenue,2011,600000,0.1809816935686715
Non-tax revenue: Miscellaneous and unidentified revenue,2012,600000,0.34168364762482445
Non-tax revenue: Miscellaneous and unidentified revenue,2013,600000,0.34609911345646965
Non-tax revenue: Miscellaneous and unidentified revenue,2014,600000,0.3950792808641312
Non-tax revenue: Miscellaneous and unidentified revenue,2015,600000,0.3632809261377075
Non-tax revenue: Miscellaneous and unidentified revenue,2016,600000,0.26930931213243
Non-tax revenue: Miscellaneous and unidentified revenue,2017,600000,0.3510795888966286
Non-tax revenue: Miscellaneous and unidentified revenue,2018,600000,0.32027413892165624
Non-tax revenue: Miscellaneous and unidentified revenue,2019,600000,0.35468051879473284
Non-tax revenue: Miscellaneous and unidentified revenue,2020,600000,0.4924095492074414
Non-tax revenue: Miscellaneous and unidentified revenue,2021,600000,0.42023858517073553
SACU revenue,2004,600000,0.1439677886016975
SACU revenue,2005,600000,0.1586493375051068
SACU revenue,2006,600000,0.24060798414232704
SACU revenue,2007,600000,0.24824378971981542
SACU revenue,2008,600000,0.2883930254641865
SACU revenue,2009,600000,0.2892631172588708
SACU revenue,2010,600000,0.17474603570676706
SACU revenue,2011,600000,0.1809816935686715
SACU revenue,2012,600000,0.34168364762482445
SACU revenue,2013,600000,0.34609911345646965
SACU revenue,2014,600000,0.3950792808641312
SACU revenue,2015,600000,0.3632809261377075
SACU revenue,2016,600000,0.26930931213243
SACU revenue,2017,600000,0.3510795888966286
SACU revenue,2018,600000,0.32027413892165624
SACU revenue,2019,600000,0.35468051879473284
SACU revenue,2020,600000,0.4924095492074414
SACU revenue,2021,600000,0.42023858517073553
SACU revenue,2004,600000,0.1439677886016975
SACU revenue,2005,600000,0.1586493375051068
SACU revenue,2006,600000,0.24060798414232704
SACU revenue,2007,600000,0.24824378971981542
SACU revenue,2008,600000,0.2883930254641865
SACU revenue,2009,600000,0.2892631172588708
SACU revenue,2010,600000,0.17474603570676706
SACU revenue,2011,600000,0.1809816935686715
SACU revenue,2012,600000,0.34168364762482445
SACU revenue,2013,600000,0.34609911345646965
SACU revenue,2014,600000,0.3950792808641312
SACU revenue,2015,600000,0.3632809261377075
SACU revenue,2016,600000,0.26930931213243
SACU revenue,2017,600000,0.3510795888966286
SACU revenue,2018,600000,0.32027413892165624
SACU revenue,2019,600000,0.35468051879473284
SACU revenue,2020,600000,0.4924095492074414
SACU revenue,2021,600000,0.42023858517073553
Total non-tax revenue excluding grants,2004,600000,0.16291778782661573
Total non-tax revenue excluding grants,2005,600000,0.18098319372693822
Total non-tax revenue excluding grants,2006,600000,0.26714878419673277
Total non-tax revenue excluding grants,2007,600000,0.27563217919490507
Total non-tax revenue excluding grants,2008,600000,0.3178316312370955
Total non-tax revenue excluding grants,2009,600000,0.32284766042817514
Total non-tax revenue excluding grants,2010,600000,0.2614711852100397
Total non-tax revenue excluding grants,2011,600000,0.24424936830835653
Total non-tax revenue excluding grants,2012,600000,0.39965476357755747
Total non-tax revenue excluding grants,2013,600000,0.4180877082532207
Total non-tax revenue excluding grants,2014,600000,0.4701917052249013
Total non-tax revenue excluding grants,2015,600000,0.4439579375624128
Total non-tax revenue excluding grants,2016,600000,0.35480533196252206
Total non-tax revenue excluding grants,2017,600000,0.43251818066806047
Total non-tax revenue excluding grants,2018,600000,0.40924957583025007
Total non-tax revenue excluding grants,2019,600000,0.42703660236154917
Total non-tax revenue excluding grants,2020,600000,0.5834374526512547
Total non-tax revenue excluding grants,2021,600000,0.5207973441198047
Total non-tax revenue excluding grants,2004,600000,0.16291778782661573
Total non-tax revenue excluding grants,2005,600000,0.18098319372693822
Total non-tax revenue excluding grants,2006,600000,0.26714878419673277
Total non-tax revenue excluding grants,2007,600000,0.27563217919490507
Total non-tax revenue excluding grants,2008,600000,0.3178316312370955
Total non-tax revenue excluding grants,2009,600000,0.32284766042817514
Total non-tax revenue excluding grants,2010,600000,0.2614711852100397
Total non-tax revenue excluding grants,2011,600000,0.24424936830835653
Total non-tax revenue excluding grants,2012,600000,0.39965476357755747
Total non-tax revenue excluding grants,2013,600000,0.4180877082532207
Total non-tax revenue excluding grants,2014,600000,0.4701917052249013
Total non-tax revenue excluding grants,2015,600000,0.4439579375624128
Total non-tax revenue excluding grants,2016,600000,0.35480533196252206
Total non-tax revenue excluding grants,2017,600000,0.43251818066806047
Total non-tax revenue excluding grants,2018,600000,0.40924957583025007
Total non-tax revenue excluding grants,2019,600000,0.42703660236154917
Total non-tax revenue excluding grants,2020,600000,0.5834374526512547
Total non-tax revenue excluding grants,2021,600000,0.5207973441198047
Total tax and non-tax revenue excluding grants,2004,600000,0.23524411825447583
Total tax and non-tax revenue excluding grants,2005,600000,0.2541121088274813
Total tax and non-tax revenue excluding grants,2006,600000,0.3443503789649808
Total tax and non-tax revenue excluding grants,2007,600000,0.36746911799194815
Total tax and non-tax revenue excluding grants,2008,600000,0.42891905095987626
Total tax and non-tax revenue excluding grants,2009,600000,0.45261855125715766
Total tax and non-tax revenue excluding grants,2010,600000,0.40812160682952053
Total tax and non-tax revenue excluding grants,2011,600000,0.41398862580002194
Total tax and non-tax revenue excluding grants,2012,600000,0.5766367851808366
Total tax and non-tax revenue excluding grants,2013,600000,0.639205136141863
Total tax and non-tax revenue excluding grants,2014,600000,0.7293342447628225
Total tax and non-tax revenue excluding grants,2015,600000,0.7376010669125593
Total tax and non-tax revenue excluding grants,2016,600000,0.6545772579007085
Total tax and non-tax revenue excluding grants,2017,600000,0.737301685327802
Total tax and non-tax revenue excluding grants,2018,600000,0.7737349790402888
Total tax and non-tax revenue excluding grants,2019,600000,0.7894617882186571
Total tax and non-tax revenue excluding grants,2020,600000,0.9220165227431494
Total tax and non-tax revenue excluding grants,2021,600000,0.9121592327990603
Total tax and non-tax revenue excluding grants,2004,600000,0.23524411825447583
Total tax and non-tax revenue excluding grants,2005,600000,0.2541121088274813
Total tax and non-tax revenue excluding grants,2006,600000,0.3443503789649808
Total tax and non-tax revenue excluding grants,2007,600000,0.36746911799194815
Total tax and non-tax revenue excluding grants,2008,600000,0.42891905095987626
Total tax and non-tax revenue excluding grants,2009,600000,0.45261855125715766
Total tax and non-tax revenue excluding grants,2010,600000,0.40812160682952053
Total tax and non-tax revenue excluding grants,2011,600000,0.41398862580002194
Total tax and non-tax revenue excluding grants,2012,600000,0.5766367851808366
Total tax and non-tax revenue excluding grants,2013,600000,0.639205136141863
Total tax and non-tax revenue excluding grants,2014,600000,0.7293342447628225
Total tax and non-tax revenue excluding grants,2015,600000,0.7376010669125593
Total tax and non-tax revenue excluding grants,2016,600000,0.6545772579007085
Total tax and non-tax revenue excluding grants,2017,600000,0.737301685327802
Total tax and non-tax revenue excluding grants,2018,600000,0.7737349790402888
Total tax and non-tax revenue excluding grants,2019,600000,0.7894617882186571
Total tax and non-tax revenue excluding grants,2020,600000,0.9220165227431494
Total tax and non-tax revenue excluding grants,2021,600000,0.9121592327990603
Excise taxes collected on behalf of the SACU Common Revenue Pool,2004,600000,0.04609126262820728
Excise taxes collected on behalf of the SACU Common Revenue Pool,2005,600000,0.04599830282094761
Excise taxes collected on behalf of the SACU Common Revenue Pool,2006,600000,0.04621132529481861
Excise taxes collected on behalf of the SACU Common Revenue Pool,2007,600000,0.046879095744601064
Excise taxes collected on behalf of the SACU Common Revenue Pool,2008,600000,0.047078366767693995
Excise taxes collected on behalf of the SACU Common Revenue Pool,2009,600000,0.048287094288447435
Excise taxes collected on behalf of the SACU Common Revenue Pool,2010,600000,0.04883055162319625
Excise taxes collected on behalf of the SACU Common Revenue Pool,2011,600000,0.04793550719600918
Excise taxes collected on behalf of the SACU Common Revenue Pool,2012,600000,0.04851486831860762
Excise taxes collected on behalf of the SACU Common Revenue Pool,2013,600000,0.049406312365954615
Excise taxes collected on behalf of the SACU Common Revenue Pool,2014,600000,0.048760344216314824
Excise taxes collected on behalf of the SACU Common Revenue Pool,2015,600000,0.04845226171361079
Excise taxes collected on behalf of the SACU Common Revenue Pool,2016,600000,0.04971884533818319
Excise taxes collected on behalf of the SACU Common Revenue Pool,2017,600000,0.052906181602159034
Excise taxes collected on behalf of the SACU Common Revenue Pool,2020,600000,0.047424353269269914
Excise taxes collected on behalf of the SACU Common Revenue Pool,2004,600000,0.04609126262820728
Excise taxes collected on behalf of the SACU Common Revenue Pool,2005,600000,0.04599830282094761
Excise taxes collected on behalf of the SACU Common Revenue Pool,2006,600000,0.04621132529481861
Excise taxes collected on behalf of the SACU Common Revenue Pool,2007,600000,0.046879095744601064
Excise taxes collected on behalf of the SACU Common Revenue Pool,2008,600000,0.047078366767693995
Excise taxes collected on behalf of the SACU Common Revenue Pool,2009,600000,0.048287094288447435
Excise taxes collected on behalf of the SACU Common Revenue Pool,2010,600000,0.04883055162319625
Excise taxes collected on behalf of the SACU Common Revenue Pool,2011,600000,0.04793550719600918
Excise taxes collected on behalf of the SACU Common Revenue Pool,2012,600000,0.04851486831860762
Excise taxes collected on behalf of the SACU Common Revenue Pool,2013,600000,0.049406312365954615
Excise taxes collected on behalf of the SACU Common Revenue Pool,2014,600000,0.048760344216314824
Excise taxes collected on behalf of the SACU Common Revenue Pool,2015,600000,0.04845226171361079
Excise taxes collected on behalf of the SACU Common Revenue Pool,2016,600000,0.04971884533818319
Excise taxes collected on behalf of the SACU Common Revenue Pool,2017,600000,0.052906181602159034
Excise taxes collected on behalf of the SACU Common Revenue Pool,2020,600000,0.047424353269269914
Import duties collected on behalf of the SACU Common Revenue Pool,2004,600000,0.04624117844432588
Import duties collected on behalf of the SACU Common Revenue Pool,2005,600000,0.04421656484759143
Import duties collected on behalf of the SACU Common Revenue Pool,2006,600000,0.04422116533294263
Import duties collected on behalf of the SACU Common Revenue Pool,2007,600000,0.044884685334302774
Import duties collected on behalf of the SACU Common Revenue Pool,2008,600000,0.04494209139064172
Import duties collected on behalf of the SACU Common Revenue Pool,2009,600000,0.044606856023310465
Import duties collected on behalf of the SACU Common Revenue Pool,2010,600000,0.04495344258819306
Import duties collected on behalf of the SACU Common Revenue Pool,2011,600000,0.04613381711770592
Import duties collected on behalf of the SACU Common Revenue Pool,2012,600000,0.04701586017324828
Import duties collected on behalf of the SACU Common Revenue Pool,2013,600000,0.04692415049787753
Import duties collected on behalf of the SACU Common Revenue Pool,2014,600000,0.048057720089469444
Import duties collected on behalf of the SACU Common Revenue Pool,2015,600000,0.05061263963348134
Import duties collected on behalf of the SACU Common Revenue Pool,2016,600000,0.04875974415300815
Import duties collected on behalf of the SACU Common Revenue Pool,2017,600000,0.04937065860448278
Import duties collected on behalf of the SACU Common Revenue Pool,2018,600000,0.05059493776593431
Import duties collected on behalf of the SACU Common Revenue Pool,2019,600000,0.05068584735689616
Import duties collected on behalf of the SACU Common Revenue Pool,2020,600000,0.04868678645597111
Import duties collected on behalf of the SACU Common Revenue Pool,2021,600000,0.050030528220727295
Import duties collected on behalf of the SACU Common Revenue Pool,2004,600000,0.04624117844432588
Import duties collected on behalf of the SACU Common Revenue Pool,2005,600000,0.04421656484759143
Import duties collected on behalf of the SACU Common Revenue Pool,2006,600000,0.04422116533294263
Import duties collected on behalf of the SACU Common Revenue Pool,2007,600000,0.044884685334302774
Import duties collected on behalf of the SACU Common Revenue Pool,2008,600000,0.04494209139064172
Import duties collected on behalf of the SACU Common Revenue Pool,2009,600000,0.044606856023310465
Import duties collected on behalf of the SACU Common Revenue Pool,2010,600000,0.04495344258819306
Import duties collected on behalf of the SACU Common Revenue Pool,2011,600000,0.04613381711770592
Import duties collected on behalf of the SACU Common Revenue Pool,2012,600000,0.04701586017324828
Import duties collected on behalf of the SACU Common Revenue Pool,2013,600000,0.04692415049787753
Import duties collected on behalf of the SACU Common Revenue Pool,2014,600000,0.048057720089469444
Import duties collected on behalf of the SACU Common Revenue Pool,2015,600000,0.05061263963348134
Import duties collected on behalf of the SACU Common Revenue Pool,2016,600000,0.04875974415300815
Import duties collected on behalf of the SACU Common Revenue Pool,2017,600000,0.04937065860448278
Import duties collected on behalf of the SACU Common Revenue Pool,2018,600000,0.05059493776593431
Import duties collected on behalf of the SACU Common Revenue Pool,2019,600000,0.05068584735689616
Import duties collected on behalf of the SACU Common Revenue Pool,2020,600000,0.04868678645597111
Import duties collected on behalf of the SACU Common Revenue Pool,2021,600000,0.050030528220727295
VAT - Domestic (Gross),2004,600000,0.06651511734487989
VAT - Domestic (Gross),2005,600000,0.06648271392631924
VAT - Domestic (Gross),2006,600000,0.06944002592273485
VAT - Domestic (Gross),2007,600000,0.07420672880988945
VAT - Domestic (Gross),2008,600000,0.08291429745838186
VAT - Domestic (Gross),2009,600000,0.08520783942705956
VAT - Domestic (Gross),2010,600000,0.09562073798785772
VAT - Domestic (Gross),2011,600000,0.10158816755167671
VAT - Domestic (Gross),2012,600000,0.1173984855402245
VAT - Domestic (Gross),2013,600000,0.1199210516709513
VAT - Domestic (Gross),2014,600000,0.1336329482760431
VAT - Domestic (Gross),2015,600000,0.14315330267343207
VAT - Domestic (Gross),2016,600000,0.1498798123201998
VAT - Domestic (Gross),2017,600000,0.15587364466951265
VAT - Domestic (Gross),2018,600000,0.17742571841329258
VAT - Domestic (Gross),2019,600000,0.18721660135144258
VAT - Domestic (Gross),2020,600000,0.1767720994564927
VAT - Domestic (Gross),2021,600000,0.20040109231523928
VAT - Domestic (Refunds),2004,600000,0.040819106415726863
VAT - Domestic (Refunds),2005,600000,0.040367858809104366
VAT - Domestic (Refunds),2006,600000,0.03944836180217014
VAT - Domestic (Refunds),2007,600000,0.03888260211452309
VAT - Domestic (Refunds),2008,600000,0.03471201211727838
VAT - Domestic (Refunds),2009,600000,0.03508725170505489
VAT - Domestic (Refunds),2010,600000,0.03144286722249198
VAT - Domestic (Refunds),2011,600000,0.02878458677390465
VAT - Domestic (Refunds),2012,600000,0.02286296204249549
VAT - Domestic (Refunds),2013,600000,0.025772118958550132
VAT - Domestic (Refunds),2014,600000,0.023633793365200034
VAT - Domestic (Refunds),2015,600000,0.015034086096083144
VAT - Domestic (Refunds),2016,600000,0.009592211978363727
VAT - Domestic (Refunds),2017,600000,0.011748939513118638
VAT - Domestic (Refunds),2018,600000,0.009254326331427969
VAT - Domestic (Refunds),2019,600000,0.0
VAT - Domestic (Refunds),2020,600000,0.00720891054006198
VAT - Domestic (Refunds),2021,600000,0.00032248402206433435
VAT - Domestic (Gross),2004,600000,0.06651511734487989
VAT - Domestic (Gross),2005,600000,0.06648271392631924
VAT - Domestic (Gross),2006,600000,0.06944002592273485
VAT - Domestic (Gross),2007,600000,0.07420672880988945
VAT - Domestic (Gross),2008,600000,0.08291429745838186
VAT - Domestic (Gross),2009,600000,0.08520783942705956
VAT - Domestic (Gross),2010,600000,0.09562073798785772
VAT - Domestic (Gross),2011,600000,0.10158816755167671
VAT - Domestic (Gross),2012,600000,0.1173984855402245
VAT - Domestic (Gross),2013,600000,0.1199210516709513
VAT - Domestic (Gross),2014,600000,0.1336329482760431
VAT - Domestic (Gross),2015,600000,0.14315330267343207
VAT - Domestic (Gross),2016,600000,0.1498798123201998
VAT - Domestic (Gross),2017,600000,0.15587364466951265
VAT - Domestic (Gross),2018,600000,0.17742571841329258
VAT - Domestic (Gross),2019,600000,0.18721660135144258
VAT - Domestic (Gross),2020,600000,0.1767720994564927
VAT - Domestic (Gross),2021,600000,0.20040109231523928
VAT - Domestic (Refunds),2004,600000,0.040819106415726863
VAT - Domestic (Refunds),2005,600000,0.040367858809104366
VAT - Domestic (Refunds),2006,600000,0.03944836180217014
VAT - Domestic (Refunds),2007,600000,0.03888260211452309
VAT - Domestic (Refunds),2008,600000,0.03471201211727838
VAT - Domestic (Refunds),2009,600000,0.03508725170505489
VAT - Domestic (Refunds),2010,600000,0.03144286722249198
VAT - Domestic (Refunds),2011,600000,0.02878458677390465
VAT - Domestic (Refunds),2012,600000,0.02286296204249549
VAT - Domestic (Refunds),2013,600000,0.025772118958550132
VAT - Domestic (Refunds),2014,600000,0.023633793365200034
VAT - Domestic (Refunds),2015,600000,0.015034086096083144
VAT - Domestic (Refunds),2016,600000,0.009592211978363727
VAT - Domestic (Refunds),2017,600000,0.011748939513118638
VAT - Domestic (Refunds),2018,600000,0.009254326331427969
VAT - Domestic (Refunds),2019,600000,0.0
VAT - Domestic (Refunds),2020,600000,0.00720891054006198
VAT - Domestic (Refunds),2021,600000,0.00032248402206433435
