government,government_level,tax,revenue_category,year,power_code_code,value
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2020,600000,11849.882
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2021,600000,11304.826
NES,Total,TOTALNONTAX,Total non-tax revenue,2004,600000,2554.92
NES,Total,TOTALNONTAX,Total non-tax revenue,2005,600000,2974.8
NES,Total,TOTALNONTAX,Total non-tax revenue,2006,600000,4800.16
NES,Total,TOTALNONTAX,Total non-tax revenue,2007,600000,4939.41
NES,Total,TOTALNONTAX,Total non-tax revenue,2008,600000,6058.72
NES,Total,TOTALNONTAX,Total non-tax revenue,2009,600000,6320.74
NES,Total,TOTALNONTAX,Total non-tax revenue,2010,600000,5667.82
NES,Total,TOTALNONTAX,Total non-tax revenue,2011,600000,5579.68
NES,Total,TOTALNONTAX,Total non-tax revenue,2012,600000,8978.89
NES,Total,TOTALNONTAX,Total non-tax revenue,2013,600000,8669.38
NES,Total,TOTALNONTAX,Total non-tax revenue,2014,600000,9170.89
NES,Total,TOTALNONTAX,Total non-tax revenue,2015,600000,8977.68
NES,Total,TOTALNONTAX,Total non-tax revenue,2016,600000,7457.736
NES,Total,TOTALNONTAX,Total non-tax revenue,2017,600000,8787.299
NES,Total,TOTALNONTAX,Total non-tax revenue,2018,600000,8690.876
NES,Total,TOTALNONTAX,Total non-tax revenue,2019,600000,8929.079
NES,Total,TOTALNONTAX,Total non-tax revenue,2020,600000,11849.882
NES,Total,TOTALNONTAX,Total non-tax revenue,2021,600000,11304.826
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2004,600000,163.56
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2005,600000,222.17
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2006,600000,324.4
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2007,600000,294.0
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2008,600000,569.41
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2009,600000,731.12
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2010,600000,1305.6
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2011,600000,1561.86
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2012,600000,1853.29
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2013,600000,1175.16
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2014,600000,634.7
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2015,600000,966.11
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2016,600000,1229.03
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2017,600000,1004.5
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2018,600000,1373.4
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2019,600000,1255.9
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2020,600000,1049.016
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2021,600000,1756.63
NES,Total,NTR_A,Non-tax revenue: Grants,2004,600000,163.56
NES,Total,NTR_A,Non-tax revenue: Grants,2005,600000,222.17
NES,Total,NTR_A,Non-tax revenue: Grants,2006,600000,324.4
NES,Total,NTR_A,Non-tax revenue: Grants,2007,600000,294.0
NES,Total,NTR_A,Non-tax revenue: Grants,2008,600000,569.41
NES,Total,NTR_A,Non-tax revenue: Grants,2009,600000,731.12
NES,Total,NTR_A,Non-tax revenue: Grants,2010,600000,1305.6
NES,Total,NTR_A,Non-tax revenue: Grants,2011,600000,1561.86
NES,Total,NTR_A,Non-tax revenue: Grants,2012,600000,1853.29
NES,Total,NTR_A,Non-tax revenue: Grants,2013,600000,1175.16
NES,Total,NTR_A,Non-tax revenue: Grants,2014,600000,634.7
NES,Total,NTR_A,Non-tax revenue: Grants,2015,600000,966.11
NES,Total,NTR_A,Non-tax revenue: Grants,2016,600000,1229.03
NES,Total,NTR_A,Non-tax revenue: Grants,2017,600000,1004.5
NES,Total,NTR_A,Non-tax revenue: Grants,2018,600000,1373.4
NES,Total,NTR_A,Non-tax revenue: Grants,2019,600000,1255.9
NES,Total,NTR_A,Non-tax revenue: Grants,2020,600000,1049.016
NES,Total,NTR_A,Non-tax revenue: Grants,2021,600000,1756.63
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2004,600000,208.11
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2005,600000,269.52
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2006,600000,360.49
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2007,600000,364.53
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2008,600000,464.79
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2009,600000,472.05
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2010,600000,1583.25
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2011,600000,1110.9
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2012,600000,1011.37
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2013,600000,1277.78
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2014,600000,1295.91
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2015,600000,1394.26
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2016,600000,1449.42
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2017,600000,1457.12
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2018,600000,1612.531
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2019,600000,1330.258
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2020,600000,1676.75
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2021,600000,1947.68
NES,Total,NTR_B,Non-tax revenue: Property income,2004,600000,208.11
NES,Total,NTR_B,Non-tax revenue: Property income,2005,600000,269.52
NES,Total,NTR_B,Non-tax revenue: Property income,2006,600000,360.49
NES,Total,NTR_B,Non-tax revenue: Property income,2007,600000,364.53
NES,Total,NTR_B,Non-tax revenue: Property income,2008,600000,464.79
NES,Total,NTR_B,Non-tax revenue: Property income,2009,600000,472.05
NES,Total,NTR_B,Non-tax revenue: Property income,2010,600000,1583.25
NES,Total,NTR_B,Non-tax revenue: Property income,2011,600000,1110.9
NES,Total,NTR_B,Non-tax revenue: Property income,2012,600000,1011.37
NES,Total,NTR_B,Non-tax revenue: Property income,2013,600000,1277.78
NES,Total,NTR_B,Non-tax revenue: Property income,2014,600000,1295.91
NES,Total,NTR_B,Non-tax revenue: Property income,2015,600000,1394.26
NES,Total,NTR_B,Non-tax revenue: Property income,2016,600000,1449.42
NES,Total,NTR_B,Non-tax revenue: Property income,2017,600000,1457.12
NES,Total,NTR_B,Non-tax revenue: Property income,2018,600000,1612.531
NES,Total,NTR_B,Non-tax revenue: Property income,2019,600000,1330.258
NES,Total,NTR_B,Non-tax revenue: Property income,2020,600000,1676.75
NES,Total,NTR_B,Non-tax revenue: Property income,2021,600000,1947.68
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2004,600000,208.11
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2005,600000,269.52
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2006,600000,360.49
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2007,600000,364.53
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2008,600000,464.79
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2009,600000,472.05
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2010,600000,897.22
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2011,600000,767.96
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2012,600000,913.64
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2013,600000,1171.68
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2014,600000,984.05
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2015,600000,992.8
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2016,600000,1087.9
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2017,600000,1244.47
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2018,600000,1294.01
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2019,600000,1154.42
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2020,600000,1558.91
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2021,600000,1869.006
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2004,600000,208.11
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2005,600000,269.52
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2006,600000,360.49
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2007,600000,364.53
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2008,600000,464.79
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2009,600000,472.05
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2010,600000,897.22
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2011,600000,767.96
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2012,600000,913.64
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2013,600000,1171.68
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2014,600000,984.05
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2015,600000,992.8
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2016,600000,1087.9
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2017,600000,1244.47
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2018,600000,1294.01
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2019,600000,1154.42
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2020,600000,1558.91
NES,Total,NTR_BA,Non-tax revenue: Rents and royalties,2021,600000,1869.006
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2004,600000,194.47
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2005,600000,235.97
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2006,600000,286.74
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2007,600000,292.45
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2008,600000,324.12
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2009,600000,336.61
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2010,600000,432.18
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2011,600000,569.71
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2012,600000,635.76
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2013,600000,717.14
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2014,600000,740.06
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2015,600000,740.48
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2016,600000,837.15
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2017,600000,940.72
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2018,600000,937.46
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2019,600000,793.213
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2020,600000,1073.726
FED,Federal or Central government,NTR_BA_L01_LSO,Water royalties,2021,600000,1303.171
NES,Total,NTR_BA_L01_LSO,Water royalties,2004,600000,194.47
NES,Total,NTR_BA_L01_LSO,Water royalties,2005,600000,235.97
NES,Total,NTR_BA_L01_LSO,Water royalties,2006,600000,286.74
NES,Total,NTR_BA_L01_LSO,Water royalties,2007,600000,292.45
NES,Total,NTR_BA_L01_LSO,Water royalties,2008,600000,324.12
NES,Total,NTR_BA_L01_LSO,Water royalties,2009,600000,336.61
NES,Total,NTR_BA_L01_LSO,Water royalties,2010,600000,432.18
NES,Total,NTR_BA_L01_LSO,Water royalties,2011,600000,569.71
NES,Total,NTR_BA_L01_LSO,Water royalties,2012,600000,635.76
NES,Total,NTR_BA_L01_LSO,Water royalties,2013,600000,717.14
NES,Total,NTR_BA_L01_LSO,Water royalties,2014,600000,740.06
NES,Total,NTR_BA_L01_LSO,Water royalties,2015,600000,740.48
NES,Total,NTR_BA_L01_LSO,Water royalties,2016,600000,837.15
NES,Total,NTR_BA_L01_LSO,Water royalties,2017,600000,940.72
NES,Total,NTR_BA_L01_LSO,Water royalties,2018,600000,937.46
NES,Total,NTR_BA_L01_LSO,Water royalties,2019,600000,793.213
NES,Total,NTR_BA_L01_LSO,Water royalties,2020,600000,1073.726
NES,Total,NTR_BA_L01_LSO,Water royalties,2021,600000,1303.171
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2004,600000,13.64
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2005,600000,33.55
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2006,600000,73.75
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2007,600000,72.08
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2008,600000,140.67
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2009,600000,135.44
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2010,600000,465.04
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2011,600000,198.25
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2012,600000,277.88
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2013,600000,454.54
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2014,600000,243.99
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2015,600000,252.32
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2016,600000,250.75
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2017,600000,303.75
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2018,600000,356.55
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2019,600000,361.207
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2020,600000,485.184
FED,Federal or Central government,NTR_BA_L02_LSO,Mining and other royalties,2021,600000,565.835
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2004,600000,13.64
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2005,600000,33.55
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2006,600000,73.75
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2007,600000,72.08
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2008,600000,140.67
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2009,600000,135.44
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2010,600000,465.04
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2011,600000,198.25
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2012,600000,277.88
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2013,600000,454.54
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2014,600000,243.99
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2015,600000,252.32
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2016,600000,250.75
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2017,600000,303.75
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2018,600000,356.55
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2019,600000,361.207
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2020,600000,485.184
NES,Total,NTR_BA_L02_LSO,Mining and other royalties,2021,600000,565.835
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2004,600000,0.0
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2005,600000,0.0
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2006,600000,0.0
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2007,600000,0.0
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2008,600000,0.0
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2009,600000,0.0
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2010,600000,686.03
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2011,600000,342.94
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2012,600000,97.73
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2013,600000,106.1
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2014,600000,311.86
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2015,600000,401.46
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2016,600000,361.52
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2017,600000,212.65
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2018,600000,318.521
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2019,600000,175.838
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2020,600000,117.84
FED,Federal or Central government,NTR_BB,Non-tax revenue: Interest and dividends,2021,600000,78.674
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2004,600000,0.0
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2005,600000,0.0
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2006,600000,0.0
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2007,600000,0.0
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2008,600000,0.0
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2009,600000,0.0
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2010,600000,686.03
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2011,600000,342.94
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2012,600000,97.73
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2013,600000,106.1
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2014,600000,311.86
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2015,600000,401.46
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2016,600000,361.52
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2017,600000,212.65
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2018,600000,318.521
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2019,600000,175.838
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2020,600000,117.84
NES,Total,NTR_BB,Non-tax revenue: Interest and dividends,2021,600000,78.674
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2004,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2005,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2006,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2007,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2008,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2009,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2010,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2011,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2012,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2013,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2014,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2015,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2016,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2017,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2018,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2019,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2020,600000,0.0
FED,Federal or Central government,NTR_BC,Non-tax revenue: Other property income,2021,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2004,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2005,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2006,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2007,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2008,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2009,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2010,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2011,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2012,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2013,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2014,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2015,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2016,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2017,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2018,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2019,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2020,600000,0.0
NES,Total,NTR_BC,Non-tax revenue: Other property income,2021,600000,0.0
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2004,600000,164.54
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2005,600000,170.27
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2006,600000,153.19
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2007,600000,182.36
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2008,600000,122.54
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2009,600000,193.09
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2010,600000,148.58
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2011,600000,152.74
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2012,600000,147.44
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2013,600000,160.24
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2014,600000,202.79
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2015,600000,215.53
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2016,600000,256.17
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2017,600000,168.92
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2018,600000,166.34
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2019,600000,115.431
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2020,600000,142.899
FED,Federal or Central government,NTR_C,Non-tax revenue: Sales of goods and services,2021,600000,62.872
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2004,600000,164.54
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2005,600000,170.27
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2006,600000,153.19
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2007,600000,182.36
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2008,600000,122.54
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2009,600000,193.09
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2010,600000,148.58
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2011,600000,152.74
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2012,600000,147.44
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2013,600000,160.24
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2014,600000,202.79
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2015,600000,215.53
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2016,600000,256.17
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2017,600000,168.92
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2018,600000,166.34
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2019,600000,115.431
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2020,600000,142.899
NES,Total,NTR_C,Non-tax revenue: Sales of goods and services,2021,600000,62.872
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2004,600000,6.31
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2005,600000,6.84
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2006,600000,17.08
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2007,600000,0.82
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2008,600000,1.38
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2009,600000,6.48
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2010,600000,2.49
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2011,600000,1.58
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2012,600000,0.49
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2013,600000,1.6
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2014,600000,3.39
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2015,600000,3.58
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2016,600000,4.15
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2017,600000,2.56
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2018,600000,0.45
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2019,600000,1.279
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2020,600000,0.717
FED,Federal or Central government,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2021,600000,0.411
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2004,600000,6.31
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2005,600000,6.84
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2006,600000,17.08
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2007,600000,0.82
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2008,600000,1.38
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2009,600000,6.48
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2010,600000,2.49
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2011,600000,1.58
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2012,600000,0.49
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2013,600000,1.6
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2014,600000,3.39
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2015,600000,3.58
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2016,600000,4.15
NES,Total,NTR_D,"Non-tax revenue: Fines, penalties and forfeits",2017,600000,2.56
